,Timestamp,Page_URL,Referrer,User_Agent,Session_ID,User_ID,Event_Type,Event_Value,Location,Device_Type,Traffic_Source,Bounce_Rate,Session_Duration,Conversion_Rate,Exit_Page,Month
121,21-01-2023 01:56,/products/accessories,Social Media,Chrome,6382,65514,add_to_cart,5.44,Houston,Tablet,Email,18.67,103,2.52,/products/pants,2023-01
122,25-04-2023 00:31,/products/pants,Social Media,Chrome,8862,46254,add_to_cart,706.84,Los Angeles,Mobile,Paid Search,33.41,1405,2.27,/products/pants,2023-04
123,07-01-2024 08:14,/products/pants,Other Website,Chrome,5880,30273,click,169.82,New York,Tablet,Social Media,71.64,535,4.2,/products/shirts,2024-01
124,05-07-2023 02:17,/products/shirts,Social Media,Edge,3074,58758,purchase,986.25,Miami,Mobile,Paid Search,13.97,1341,4.53,/products/shirts,2023-07
125,30-11-2023 18:24,/products/accessories,Social Media,Edge,2458,85558,page_view,347.2,New York,Tablet,Paid Search,62.19,116,3.85,/products/shirts,2023-11
126,06-09-2023 22:08,/products/accessories,Social Media,Chrome,2276,20339,add_to_cart,228.19,Los Angeles,Mobile,Organic Search,21.53,1723,3.63,/products/dresses,2023-09
127,15-12-2023 01:56,/products/shirts,Social Media,Safari,4904,33015,click,79.57,New York,Mobile,Social Media,81.78,450,4.23,/products/shirts,2023-12
128,15-02-2023 12:30,/products,Direct,Edge,9682,95100,purchase,482.45,New York,Mobile,Email,79.69,867,4.41,/products/dresses,2023-02
129,25-05-2024 06:13,/products/pants,Other Website,Edge,6858,14504,purchase,933.67,Chicago,Desktop,Direct,58.19,514,0.85,/products/shirts,2024-05
130,17-03-2023 08:05,/products,Other Website,Edge,6647,74054,click,135.54,Los Angeles,Mobile,Direct,15.31,1337,4.65,/products/dresses,2023-03
131,28-08-2023 05:04,/products/dresses,Direct,Chrome,8675,50541,click,116.04,Los Angeles,Mobile,Organic Search,25.11,338,4.64,/products/shirts,2023-08
132,27-06-2023 04:34,/products/shirts,Direct,Chrome,4150,46011,add_to_cart,976.03,Los Angeles,Mobile,Direct,40.82,1377,2.75,/products/dresses,2023-06
133,10-09-2023 11:30,/products/shirts,Search Engine,Chrome,8627,58504,page_view,144.81,Houston,Desktop,Social Media,77.19,1293,1.14,/products/shirts,2023-09
134,18-04-2024 03:32,/products,Other Website,Edge,4574,86096,add_to_cart,626.42,Los Angeles,Tablet,Paid Search,42.28,1626,4.77,/products/shirts,2024-04
135,16-02-2024 06:10,/products/dresses,Direct,Firefox,5990,13741,click,616.5,New York,Tablet,Paid Search,38.57,1226,2.73,/products/shirts,2024-02
136,14-03-2024 18:16,/products/dresses,Social Media,Safari,9306,61487,click,257.67,Miami,Tablet,Paid Search,27.27,329,4.7,/checkout,2024-03
137,08-07-2023 04:32,/products,Search Engine,Firefox,1603,90508,purchase,188.2,Houston,Desktop,Organic Search,36.34,483,3.9,/products/dresses,2023-07
138,18-12-2023 14:10,/products/pants,Direct,Safari,6654,76484,click,153.71,Los Angeles,Desktop,Social Media,11.75,571,0.92,/products/dresses,2023-12
139,13-04-2024 08:35,/products/shirts,Direct,Edge,3618,87315,page_view,939.07,Los Angeles,Mobile,Direct,36.39,11,3.95,/products/shirts,2024-04
140,06-02-2023 06:48,/products,Social Media,Safari,7597,20081,add_to_cart,197.16,Houston,Tablet,Email,80.79,911,0.54,/products/pants,2023-02
141,26-10-2023 00:46,/products/accessories,Search Engine,Firefox,8921,25940,click,19.06,Miami,Mobile,Direct,70.08,721,1.4,/checkout,2023-10
142,12-08-2023 13:00,/products/dresses,Other Website,Edge,5273,88219,add_to_cart,57.39,Houston,Tablet,Social Media,19.47,1007,1.63,/products/pants,2023-08
143,21-03-2024 22:22,/products/pants,Search Engine,Safari,6964,56470,purchase,535.93,Chicago,Tablet,Paid Search,79.06,1632,4.97,/products/shirts,2024-03
144,20-08-2023 01:26,/products/shirts,Direct,Safari,8733,17327,add_to_cart,8.44,Houston,Tablet,Paid Search,13.18,1027,2,/products/shirts,2023-08
145,06-01-2024 12:14,/products,Search Engine,Edge,8080,81731,click,899.91,Chicago,Mobile,Social Media,74.94,492,1.43,/products/shirts,2024-01
146,27-06-2023 10:51,/products/dresses,Other Website,Firefox,5225,15397,add_to_cart,75.8,Los Angeles,Desktop,Paid Search,35.45,1258,2.84,/products,2023-06
147,07-03-2024 01:38,/products/pants,Social Media,Chrome,6979,38141,click,483.2,Houston,Mobile,Organic Search,84.21,511,2.28,/products/pants,2024-03
148,07-06-2023 17:36,/products,Direct,Edge,3606,38748,click,104.01,Miami,Tablet,Social Media,43.19,1330,0.6,/products/dresses,2023-06
149,25-01-2023 08:20,/products/dresses,Direct,Chrome,5005,48332,add_to_cart,12.67,Los Angeles,Tablet,Email,13.89,1690,2.81,/products/shirts,2023-01
150,17-04-2023 20:38,/products/pants,Direct,Safari,4280,16869,purchase,615.8,New York,Mobile,Paid Search,49.68,1139,4.13,/products/pants,2023-04
151,11-04-2023 19:10,/products/pants,Other Website,Safari,5903,14263,click,710.55,New York,Tablet,Paid Search,55.44,1107,3.21,/checkout,2023-04
152,03-07-2023 20:36,/products/accessories,Social Media,Safari,8275,61849,add_to_cart,341.3,Miami,Mobile,Email,86.2,1687,1.9,/products/pants,2023-07
153,23-03-2024 13:22,/products/accessories,Other Website,Edge,9753,70852,add_to_cart,812.81,Miami,Desktop,Direct,62.01,147,3.7,/products/pants,2024-03
154,13-10-2023 18:41,/products/accessories,Direct,Chrome,4772,18031,purchase,84.65,New York,Desktop,Organic Search,55.04,985,2.52,/products/pants,2023-10
155,16-08-2023 23:10,/products/pants,Search Engine,Edge,6262,63697,add_to_cart,362.84,Miami,Mobile,Paid Search,86.1,160,3.98,/products/pants,2023-08
156,13-02-2023 18:48,/products,Other Website,Firefox,5090,49988,purchase,623.06,Houston,Desktop,Paid Search,31.32,574,1.77,/products/shirts,2023-02
157,01-04-2023 01:30,/products/dresses,Social Media,Safari,5492,53745,click,777.62,Los Angeles,Mobile,Social Media,36.94,1754,0.84,/products/dresses,2023-04
158,20-01-2023 12:29,/products/shirts,Search Engine,Safari,9360,52414,purchase,357.35,Houston,Tablet,Social Media,16.05,1404,4.74,/products,2023-01
159,02-02-2024 01:19,/products/accessories,Search Engine,Firefox,8405,65812,page_view,68.95,Miami,Desktop,Direct,17.96,305,4.02,/products/pants,2024-02
160,08-06-2023 15:22,/products/dresses,Direct,Edge,4268,65001,add_to_cart,927.04,Houston,Tablet,Paid Search,86.2,465,2.9,/products,2023-06
161,28-07-2023 01:41,/products/accessories,Social Media,Firefox,5929,51946,add_to_cart,428.37,Miami,Mobile,Email,41.49,942,3.76,/checkout,2023-07
162,05-02-2024 08:34,/products/dresses,Search Engine,Chrome,5251,51376,purchase,505.97,Los Angeles,Desktop,Email,78.81,722,1.28,/products,2024-02
163,22-12-2023 05:07,/products/pants,Social Media,Safari,1086,37547,purchase,573.99,Miami,Mobile,Organic Search,20.88,905,1.74,/products/dresses,2023-12
164,03-11-2023 06:13,/products,Direct,Edge,7239,72888,add_to_cart,101.7,Los Angeles,Desktop,Email,49.51,476,3.82,/products,2023-11
165,17-04-2024 11:51,/products/dresses,Search Engine,Firefox,4334,63130,page_view,209.43,New York,Tablet,Email,36.24,247,3.74,/products/shirts,2024-04
166,12-08-2023 20:09,/products/dresses,Direct,Firefox,3829,71765,click,502.96,Miami,Tablet,Direct,62.24,482,4.19,/checkout,2023-08
167,23-12-2023 16:19,/products/dresses,Search Engine,Safari,9162,85960,page_view,452.74,New York,Mobile,Paid Search,63.93,641,4.92,/products/dresses,2023-12
168,20-04-2023 20:10,/products,Social Media,Chrome,4210,23366,purchase,295.66,Miami,Desktop,Direct,27.73,1337,1.34,/checkout,2023-04
169,22-07-2023 12:18,/products/pants,Search Engine,Safari,1962,56200,add_to_cart,369.65,Chicago,Tablet,Social Media,40.69,447,1.08,/products/pants,2023-07
170,21-10-2023 16:52,/products/accessories,Search Engine,Edge,8962,94315,purchase,611.02,New York,Tablet,Organic Search,82.7,169,2.65,/checkout,2023-10
171,26-04-2024 07:30,/products,Other Website,Edge,8031,92768,page_view,112.76,Chicago,Desktop,Social Media,77.12,434,4.66,/products/pants,2024-04
172,25-05-2023 09:18,/products/dresses,Other Website,Safari,2813,52687,click,112.23,Chicago,Tablet,Direct,89.73,1105,2.3,/checkout,2023-05
173,06-02-2024 17:47,/products/pants,Social Media,Safari,7732,89111,click,619.49,Los Angeles,Tablet,Social Media,58.49,1230,2.62,/products/pants,2024-02
174,06-02-2024 16:11,/products/dresses,Other Website,Firefox,6945,33641,purchase,466.32,New York,Desktop,Direct,54.61,974,1.52,/products/shirts,2024-02
175,06-01-2023 18:10,/products/accessories,Social Media,Chrome,5260,29960,purchase,703.98,Miami,Mobile,Organic Search,46.61,1060,3.41,/products,2023-01
